[train]
7JYX_3 1O65_1 6KYF_1 5HKO_1 5L8V_1 3TZT_1 4OZ7_1 5YIP_2 4ES7_1 1TA9_1 
2FT0_1 2C1M_2 4LMS_1 6KX1_3 6IUN_1 4I62_1 3MWN_1 6OBP_2 5ZYU_2 6KOL_1 
7SAA_2 4Y7U_1 1WYZ_1 4GBX_1 1HCF_2 1QXO_1 1R5P_1 4R8O_1 5DZX_1 6A7V_1 
6AAW_2 3UNB_14 4JGI_1 5HZR_1 7BOX_1 6LZI_1 3PO8_1 4TU8_1 2ZW2_1 6D8Z_1 
4ZLH_1 6EFV_1 5VXB_1 4CCS_1 4R23_1 2CX7_1 2FO5_1 2V94_1 6HXK_1 6L1L_1 
6VFV_1 3MI6_1 4E6F_1 5YH1_1 5JA1_1 5YQR_1 3RB8_1 6YR8_1 3GRN_1 2A2L_1 
3U75_1 4OMU_1 2OGT_1 7DVF_1 4PJ1_2 6PE3_1 3VH8_4 5HHA_1 7N27_1 7DKL_1 
5J7O_1 4I1L_1 5TED_1 7W8N_1 6VZ6_1 4IRM_1 6VG3_1 6L00_1 2MIT_1 4OX0_1 
3MMZ_1 7QS1_1 1OXS_1 3OZB_1 3BS5_2 4EZE_1 3MNZ_1 6IBW_1 1HY5_1 1CVO_1 
5X9V_1 6SEI_1 2BNK_1 2YLL_1 5CX7_1 5J70_1 2HH9_1 4YBF_1 5VDN_1 1A0T_1 
3HA2_1 4L8N_1 4F3L_1 6EA9_1 1EWF_1 6FC6_1 4JWE_2 2W2M_2 4M1Q_1 4GNR_1 
3FBG_1 6QF4_1 3WXX_2 4WC2_1 2HAZ_1 3T4A_2 4JHS_1 5CTD_3 7CQM_1 4DOH_3 
3A06_1 6Z74_1 2O7F_1 1TDQ_2 6YW7_7 5V1Y_1 7O0J_1 3DI3_1 1WPX_2 5YRP_1 
5EVY_1 1XD3_1 2WB0_1 6E7I_2 1NRV_1 5ZRZ_2 3JYS_1 6SDU_1 2OVQ_3 2QE9_1 
3M33_1 7CLT_1 4TRC_1 7SF6_1 6RU5_1 6S8Z_1 5LZL_1 2CZ8_1 7ROY_2 5E64_2 
4ZO4_1 5NMO_1 4Z5V_1 2W18_1 6T41_1 4OQZ_1 3WEW_1 4JMF_1 5BP8_1 1NK1_1 
3GKX_1 3ODT_1 6R9R_2 4PD1_2 5A2N_1 1VJ0_1 4DOU_1 4KHA_1 3BJ9_1 4OVJ_1 
5BOW_1 2WNO_1 2IL5_1 3ONW_2 1US3_1 2X5Y_1 2E1M_3 3MYV_1 2ZB9_1 5I45_1 
4QHR_1 4HN7_1 6E3L_3 6MU9_1 2I14_1 2L7I_1 1AD6_1 5KDR_2 4HSQ_1 1GQA_1 
4B5S_1 5OWF_1 6CDF_1 1XN7_1 5YIS_2 6TNE_1 4PHT_1 5YH8_1 3R2D_2 4MZ0_1 
7LB6_2 2OOE_1 3DXC_2 6NCS_1 6GB3_1 1XFC_1 3FXV_2 2C49_1 4P0O_1 1YDX_1 
5WJC_2 3IX1_1 5NOH_1 4DRF_2 1IO1_1 2IFA_1 3ZI1_1 4U5P_1 1B2U_1 6GMH_22 
4AZW_1 3H9W_1 4ID2_1 3AZV_1 5OJ5_2 4O2W_1 6TA9_1 5FX8_2 5VRC_1 4K3Y_1 
3THG_1 3HCQ_1 4KTP_1 2P0W_2 1UON_1 4CH5_1 5LP5_1 4FBQ_1 5VEG_1 6CKV_1 
1NFF_1 3BWV_1 6VKF_1 4CQ4_1 2QKX_1 3GLC_1 6FC0_2 2F83_1 4BH6_2 3IU0_1 
6A8J_1 3MQ0_1 4DVD_1 6WH1_2 4MOU_1 5LQX_8 6D47_1 2CVQ_1 3GMY_1 6YDX_1 
5Y20_1 5NUH_1 6QCM_3 6KCX_1 2GU3_1 4ZKT_2 3K3Q_2 4YME_1 5UZX_1 6PLH_3 
7EME_1 6IJF_1 7DSG_1 1F1R_1 2W56_2 6HM3_2 2FN6_1 3TVK_1 3TR5_1 5CH4_2 
3C1Q_1 3WCY_2 4CZN_1 5N7V_1 1NW5_1 1OYP_1 7A4Y_2 6ZDP_1 6KID_1 4NKR_1 
2E5A_1 4Z97_2 5T6W_3 4UFC_1 2V8C_2 2EZ4_1 7E6P_3 6LLG_1 3RGQ_1 6GXC_1 
2P7S_1 2WQN_1 6C8T_1 6AIT_1 2IFX_1 2BKY_2 2C3E_1 6IF2_2 5VEN_1 3LNJ_2 
3JW4_1 1JOS_1 7SHW_1 5T96_1 1N82_1 4Q8K_1 7VPQ_2 3VU0_1 1TSJ_1 1EAM_1 
7E4M_1 6DKH_1 3OXK_1 2BEI_1 6GN6_1 2Q7B_1 3LM1_2 4GGN_2 7F7I_2 3FVW_1 
3IK2_1 6CGA_2 2ETS_1 3DQP_1 2IVZ_2 6IP4_2 6UUQ_2 3CI2_1 3QQ8_2 3F83_1 
7M5B_2 5MKC_1 5LJV_1 3KGK_1 2W3Z_1 4X2D_1 1YTV_2 5IUE_2 3TUI_1 1VHX_1 
7CNU_2 6FZU_2 4O1I_1 1ZLJ_1 3NOY_1 3C3V_1 1NPY_1 4JK6_2 3Q7A_1 5GKQ_1 
3ENP_1 1PU7_1 4QR0_1 5JBL_1 1Z94_1 3TY7_1 6EMG_1 1R0L_1 7B8V_1 3OIO_1 
3QBY_1 4MSS_1 4X3N_1 6J8F_1 4RMB_1 1T1T_1 4LIY_1 3IA1_1 6NDQ_1 7BFL_1 
1XK9_1 7SGN_1 4JGH_4 5JNF_1 5LY9_1 3DEX_1 5GRD_3 4CVY_1 6Y42_1 7O4F_1 
4NAU_1 3HGR_1 6JTI_1 5ZRZ_1 6OM2_2 5YQ5_1 4RW0_1 7B7N_3 2Z1M_1 1P3Y_1 
6HL0_2 1M6Y_1 2BBW_1 1XHK_1 6GZL_2 3G5Q_1 6ZNL_8 3G1J_1 3B8B_1 2EWV_1 
2OGE_1 7O62_1 2CJ3_1 4B9W_1 7N0Y_2 1GO0_1 6BK6_1 2PSM_2 1KFR_1 3SJ9_2 
4RGW_1 3IJ2_2 6PTG_1 4UZ0_1 1WCH_1 2VJE_2 1EXB_2 2BWR_1 6ATZ_3 6BZF_2 
6ULO_1 6DNQ_2 4OF8_1 7CSX_1 2DDB_1 3V2O_1 6H67_13 2BBH_1 3A1U_1 2DGB_1 
6EMN_1 6BDL_1 3PQZ_2 3HZ4_1 5M8O_1 3DBO_2 3I2N_1 1SYX_2 7JX7_1 6JNP_1 
4H8P_1 1BCG_1 4WWU_1 2X9Q_1 3FTO_1 5X3F_1 7TZE_1 3WKS_1 3CAZ_1 3RBT_1 
7CEC_4 3KPE_2 3HN7_1 5X41_1 6HLX_1 4LPQ_1 4OFZ_1 4W2O_2 4HF0_1 5XVW_2 
1XG8_1 6KF3_3 5ID0_3 1JEO_1 7DGR_31 4R1H_1 6HJY_3 5SY5_2 2OR9_3 7EIF_1 
1U2H_1 6RYG_1 3M8L_1 1OQJ_1 7OS9_1 3GCO_2 3VC7_1 5NWF_1 2F2F_3 4LH9_1 
4JEV_1 2ZMV_1 5GTM_1 2WWW_1 5AYV_1 2H6O_1 6IXE_1 5MFA_1 2YKT_2 1WLI_1 
5VVI_1 3FYA_1 3UN6_1 4BEU_1 1QND_1 7RQH_1 2G0W_1 2IN3_1 3QO6_1 2WSF_17 
5OJ9_1 6K3D_1 6IJ7_1 3ILN_1 7MSN_1 3IHJ_1 7BGO_1 5V22_2 3WV6_1 5A69_1 
2P4U_1 1V9N_1 5ETU_3 2INP_4 6LCD_1 3O60_1 5IJJ_1 3I10_1 4DAG_1 4TQX_1 
3QVO_1 3M7F_2 5BQ8_1 3UR1_3 4ESG_2 7R66_1 2BM4_1 3UUW_1 2R0V_1 7YXM_1 
5YAY_2 1PMY_1 3D33_1 1IUJ_1 5C8W_1 2GVS_1 4EQM_1 4HQM_1 4ZRX_1 3FFN_1 
2HEZ_1 5KWR_1 4WIC_1 5IMM_2 4XI5_1 6HOL_2 1JHN_1 6B29_1 1UAI_1 5X3T_1 
7MSY_1 1W7P_2 4Z4A_1 5Z8K_1 3F01_1 1WRF_1 7A8R_1 4BFC_1 6E0U_1 6TJR_1 
4A1N_1 5XPD_1 5DNI_1 6A0Q_1 3LCV_1 3DFU_1 4CFH_3 3E60_1 6G4G_1 1MUJ_3 
5AY6_1 3Q3N_1 3ODN_1 2ZQE_1 2OSO_1 4BRW_2 5MSJ_1 3VOP_1 6PAI_2 4JJA_1 
3TSQ_1 4EMY_1 6OP8_2 1ORQ_3 7D4I_79 6UL6_1 4EPS_1 6A39_1 7MKK_1 4X0F_1 
2KA5_1 3JQY_1 2DB0_1 2JIM_1 3ZRW_1 1CXI_1 7B1K_1 6IQT_1 6SU9_1 6P4O_2 
3FMY_1 4LLQ_1 2H30_1 3ULQ_1 4ZPX_1 1HGX_1 2HQW_2 4ZYL_1 2IVF_3 4HDE_1 
6HV6_1 5GSB_3 5CI7_1 1JTM_1 1JEN_1 3I0Z_1 4IGA_1 4MEY_1 6KMQ_1 3KND_2 
6MDY_1 4AE5_1 2P2S_1 5HJF_1 5IL9_1 2JCN_1 7BUP_1 3EB2_1 6FRK_57 5ZQI_1 
3UCF_1 1DOV_1 2NNF_1 6WAY_1 2JIL_1 4LOW_1 4EXB_1 2QX2_1 5FFW_2 6SDY_1 
4RT4_2 1RFX_1 4B9X_1 3CEX_1 4Z33_1 2P3P_1 2ZFN_1 2QQF_1 3NJA_1 4I3U_1 
6CNZ_1 3GO4_1 3P0T_1 4Q5R_1 1S7D_1 4NN2_1 6SAZ_2 5Y1U_2 6SA8_1 7N6L_2 
3LMZ_1 4JB8_1 6LL8_1 5KLE_1 5H6B_1 4MDR_2 2IZX_2 2YH9_1 4R7K_1 2R2Z_1 
6Z3W_2 4BMD_1 3FGC_1 5CAM_1 3JXF_1 1XSJ_1 2ID0_1 1V9C_1 6L8O_1 5LXY_2 
6W47_1 6IAH_1 4GYS_1 3BUM_1 3T0O_1 2ZTT_1 1IQR_1 3WVN_1 3B71_2 4C1K_1 
3W15_1 7E15_2 7NNT_4 6EI1_1 3AHC_1 5U5G_1 2QM0_1 2XZ8_1 6Z0E_1 5KKU_1 
7F00_1 5YRZ_2 7JW2_1 7C51_1 6G0Q_2 2RA5_1 3GJ4_2 6NKC_1 5XNS_2 5I7Q_1 
2Q4Y_1 5C98_1 4NUZ_1 6AD1_2 5C6D_1 7AD7_2 2LF4_1 2WJE_1 5MRV_1 6JLE_2 
3I83_1 6MF5_2 5UFH_1 4W64_1 6SMO_2 6DDU_1 5DFK_1 1ZUH_1 5X2B_2 3I5C_1 
3QNK_1 7T66_1 1W62_1 4PSE_1 1KVE_2 3PC6_1 2FBO_1 7KEI_3 4PS2_1 7PPP_1 
6VSO_1 1LVM_2 7CCG_1 2IC9_1 2WWM_2 3G8R_1 3QQC_1 5ITZ_3 7CN3_1 3WDZ_2 
1GO3_2 5XMJ_1 3NA7_1 2GWM_1 3SSB_3 4ZCV_1 5NVA_1 1S5K_1 2VSO_2 4FRY_1 
3MGO_3 5I29_1 4UUU_1 7BKB_2 5B3T_1 6FTP_2 6AZP_1 1LZL_1 1HV2_1 5BWJ_1 
6GO1_1 4S1W_1 4ZOY_1 5WGG_2 4XD7_4 3NGM_1 4E11_1 4ZJM_1 6KHN_1 4YJE_2 
2H92_1 3G3L_1 1MKH_1 1W0C_1 7KNG_2 1AAZ_1 4JOT_1 1GKQ_1 3C26_1 1YCF_1 
3CDH_1 4FID_1 6JZV_1 1W07_1 6UX8_1 2GEZ_1 3LIC_1 3B1F_1 4NLC_1 6B39_1 
6RRK_2 4JWI_2 1QIU_1 4ISO_2 4E9D_2 6WY6_2 2VN4_1 5V26_1 6A7S_1 5OCR_1 
6ZBS_1 2OUC_1 5GVY_1 2GUH_1 2ONF_1 4XRT_1 1ZLH_2 3F3X_1 7KU7_1 7NE9_1 
1OOY_1 4IUK_1 5JJT_1 2B1U_1 6P6F_2 5OC0_1 4A4Y_1 2IQJ_1 6LDK_1 7VB3_1 
7C96_1 4IVF_1 4M44_2 6VJ2_1 2E9X_1 2KNB_1 4QGS_1 6FAN_1 5OJ3_1 7K02_1 
1BHI_1 3VYW_1 1UHA_1 6M4W_2 2F66_3 5K29_1 3I5O_1 4ZL7_1 6V1E_1 6XD8_1 
1UV4_1 1J6R_1 2GVC_1 1MA3_1 5T5I_1 6BXP_3 6YN9_1 4UM2_1 2BHW_1 2FKL_1 
4E0Q_1 5YIW_1 6JI2_2 3DEW_1 3RMJ_1 6O18_1 7QDT_1 5QOH_1 7LVO_1 4CBJ_1 
2GLJ_1 3PL2_1 7NVS_4 6VOQ_1 5Y44_2 3Q6D_1 7S5F_1 4FJQ_1 4CXF_1 3FBT_1 
4G9Q_1 5VNF_3 1XHC_1 3PUK_2 6ES4_1 3IL7_1 4GMQ_1 4ZR1_1 4G0M_1 6P7F_1 
5IJ6_1 2AN6_2 2G7R_1 4O1W_1 6YPY_2 4EJS_3 4MTZ_1 4QMW_1 5MLX_1 6SCS_1 
4ZR7_1 5VEB_3 6BDJ_1 6LNW_1 7F7Y_1 3OBZ_1 6PFV_1 3C5R_1 7KQY_1 2OBB_1 
2IDH_1 3BUX_1 4UPK_1 5SZ8_1 6UKT_1 6TD7_1 6ZPP_1 7MJ7_3 3QED_1 7TAE_1 
3C6F_1 1LGQ_1 3JS9_1 5V2Q_2 3K1R_1 1UMF_1 3NOK_1 4M8G_1 4LQ8_1 7LQ4_2 
6NQ4_1 5EKZ_1 5L1B_1 2AUM_1 6GVL_1 1VRZ_1 4CC9_3 5O86_1 3Q78_3 2FN9_1 
3HRP_1 1V6C_1 4J3C_1 4QNY_1 5OD2_1 6WY9_2 3QGK_1 2R16_1 3MEM_1 1HN0_1 
7PB4_2 2J44_1 2F1K_1 2WFN_1 5LO9_1 6S3Y_1 4K9E_3 6FFU_1 3L12_1 1NXJ_1 
3S7Y_1 5AD0_1 2HVV_1 7AI3_1 4DC2_2 1W5V_1 3TFL_1 3GX0_1 1UVQ_3 7CO1_2 
5QU5_1 4JBI_1 3VX7_1 5X83_1 5EAY_2 6OVM_1 3U6B_2 3TLX_1 5TV2_1 2XU8_1 
5B04_2 3DNS_1 6ECB_1 7JUM_1 6NDX_1 6RJ1_1 7ON1_3 3GJ6_2 3CX4_1 4NPV_1 
3WA8_1 3HTA_1 3QZY_1 5W21_1 4RS2_1 3AY6_1 6WO7_1 4LG3_1 1VR0_1 1VMB_1 
3AHR_1 4DI4_2 5JC8_1 6P81_1 2YKP_1 3GS2_2 6DK9_1 1ZKZ_1 2W5Q_1 2Z9W_1 
6WAE_1 3K17_1 3W36_1 3C72_1 2AS0_1 7L7Y_1 7NZG_2 6ZXV_1 3MMP_2 4JZS_1 
5JEO_1 7Q4S_1 5Z68_1 1YQH_1 7RXQ_2 3WDG_2 6FJL_1 4DIR_1 4IRV_2 3ZOE_1 
3KWE_1 2GYR_1 3ECF_1 6OE2_1 4MPO_1 1JKG_1 3MI9_2 4ONI_2 2ZKZ_1 3RNO_1 
2P9K_6 3K53_1 3VH5_2 5ZQA_1 6GJE_1 1Y0B_1 5X5W_2 1P4S_1 3MEL_1 5BXA_1 
6RZ6_1 4LJI_1 4N6W_1 2B71_1 4MPB_1 2E33_1 3TKL_2 1YBX_1 2QDJ_1 1VK3_1 
6GPZ_1 1VBG_1 4YF9_3 5EG1_1 4NSC_1 3CNB_1 4X57_2 1UQW_1 5UMF_1 1X1L_2 
3K6B_1 5KBW_1 6MIF_1 4K6N_1 4Q20_1 5Y6L_3 3QH9_1 5ZYF_1 1HH2_1 6XI3_1 
4RFB_1 4V4N_58 5EHB_1 3ZZW_1 5TIW_1 5H7W_1 5BJT_3 3RK2_1 5UPU_1 4GE5_1 
5C0A_3 1ODO_1 7KFF_1 7O52_3 2FB7_1 1T3I_1 4PFE_1 7A9J_1 5ZB2_1 4O3U_3 
5APP_1 6PAI_3 2YJL_1 2PST_1 6QMQ_1 3VH7_1 1R4V_1 2E8I_1 6M9Y_2 4G9N_1 
4TN6_1 4HH2_1 1WTH_1 5J7T_1 4W7S_1 4QDK_1 6QGQ_2 6INO_1 4ZKY_1 4FR4_1 
3EXN_1 2BWB_1 3W1E_1 2REX_1 3E7K_1 4HG0_1 1LTO_1 3LR4_1 5YGU_2 2IY2_1 
3ITE_1 6NCX_1 2W1V_1 1XS4_1 2Q89_1 5MSX_1 6O8D_3 5Z08_2 6UXU_1 3C4M_2 
6O0D_1 3F3Z_1 2M63_1 2UZC_1 4UZN_1 3E3V_1 4LY6_1 6R15_1 2PXJ_2 5LAA_1 
1PTO_1 5ELS_1 5HRM_1 2XXL_1 6UCR_1 4NV4_1 2BGH_1 1IKT_1 3LDU_1 1KO9_1 
2YJ1_2 2W40_1 3TYK_1 3LR0_1 3KE3_1 1R4X_1 3GPK_1 2O03_1 3DP5_1 1H64_1 
3I7M_1 4A1S_2 3S9V_1 2EWC_1 2QEN_1 6GX9_2 6J4V_3 4NNR_1 3MCR_1 1VLJ_1 
7KKB_1 3H6G_1 5HO9_1 5C5B_2 5B1Z_2 7OGO_3 3WSY_2 3CJH_2 3VRO_1 3NK6_1 
4WYH_1 5DJQ_2 4BQ6_2 3DM1_2 4C0F_1 3B13_1 6XUT_1 3A15_1 6NXJ_1 6ONQ_1 
7VKW_1 4BJ1_1 4E0I_1 6MTK_1 5C2H_1 3OE3_1 1V9K_1 6HRL_1 1Z2W_1 4EOZ_1 
6BR7_1 3BK5_1 2XN4_1 3V70_1 1CJW_1 6FW5_1 5T7H_1 6R3E_1 6X38_1 3IXE_1 
5NCZ_1 6BN7_2 6D01_3 5JMU_1 3U4J_1 3AQ7_1 6U9X_1 1XOF_2 5GY8_1 5WAY_1 
2IOJ_1 3NIE_1 5F1S_1 4TQ0_2 5LYD_1 2P28_2 1YBO_2 3AJI_1 6DX5_1 2XZE_2 
6CU2_1 5HNM_1 5JRE_1 2PYQ_1 4KRL_2 1PEA_1 5OOO_1 3LCY_1 1JN5_2 7CCM_1 
2WCS_1 3A52_1 6RJX_1 1ZO0_1 2WJS_1 4EQV_1 3AX5_2 2ZXL_1 7DDZ_1 2HXV_1 
7FGA_1 3NF4_1 2G6Z_1 5LOZ_1 2ODY_3 4PUI_1 5GH9_2 2BM3_1 4EVZ_1 2EFV_1 
2NRQ_1 6U4O_1 6JSJ_1 1DSY_1 6XLZ_1 5GVA_1 5X4B_1 1I9D_1 5LK2_1 5HPL_1 
3E4Y_1 3FS8_1 3EZZ_1 5JDJ_1 6AZ6_1 4PAB_1 6FSG_1 3QAO_1 3MN5_2 7N1L_1 
7M10_1 5OW4_1 4QXL_1 4HAM_1 5YAZ_1 5DTU_1 4PTM_1 5FQ7_3 3K21_1 2XL7_1 
5EQJ_2 6JZN_2 3W2Z_1 5JN0_1 2D4Z_1 2G29_1 5TVD_1 3QJ6_2 5IK9_1 6T0W_2 
2WE8_1 4YE0_1 4CE7_1 2O90_1 5Z3A_1 1MC0_1 6LEJ_1 5W7P_1 4ZXC_2 3SN2_1 
4YFF_1 2Q8T_1 3ANW_2 6S0I_1 5UX4_1 5IA7_1 5U8O_1 5DHV_4 6EIO_1 4HOM_2 
3G5F_1 3SY9_1 3QU3_1 5C0B_3 1ISF_1 1QM9_1 6L2U_1 4EDU_2 1W57_1 3CLW_1 
2FQ4_1 5IUN_1 6LYE_1 4IFT_1 2ZHO_1 4UU5_1 5IBK_2 2A4A_1 3IJD_1 7NXI_1 
7B2M_3 5M9E_2 3KSF_1 3TBM_1 3JZO_2 6ZZN_1 4Z9V_2 1UTM_1 4PPR_1 6H41_1 
1XA8_1 3HI7_1 6ZE9_1 2FSE_3 2GGM_2 3KYS_2 3E8U_3 7NJB_2 4FXP_1 7LUF_1 
4PY9_1 4GFI_1 3D2E_1 5UIZ_1 1MP9_1 5E6W_1 5UIE_1 3K5S_1 1M59_1 6G47_1 
6M88_1 2YKT_1 3UJM_1 6TLB_1 2GSK_2 3Q9O_1 5YZX_1 2GTL_5 7RLZ_1 2FCJ_1 
5IXU_1 3SJN_1 6YWC_3 6G96_1 2Q3X_1 1O7D_2 6Z2J_1 6AKZ_1 3GJX_1 5EPA_1 
4IAP_1 3WAG_1 3NNK_1 7KYP_1 6P8B_2 5E3B_1 4ZLX_1 3GRW_1 3LG6_1 5O3Z_1 
3T43_1 1MPX_1 1FC3_1 2V4I_2 1V3Y_1 4ODP_2 3QHM_1 1ZV7_1 7SG2_5 2JDL_2 
6S2A_1 3U91_1 5DJQ_4 2OT9_1 3CJN_1 2QS7_1 3UH8_1 7K3H_1 4NSO_1 1RKV_1 
6HSN_2 2B9B_1 4N04_1 6MRX_1 2EGI_1 1SO0_1 6CQG_1 4JGL_1 7S3U_1 2AJ6_1 
6WC2_1 4IS6_3 6F2A_1 7ASW_1 2YP6_1 2JJ4_1 3J31_1 4FIZ_1 1E4E_2 4ACV_2 
6ITD_1 4W5V_2 4L6Z_1 3ELS_1 4E5T_1 4A26_1 3MSV_1 1QDM_1 3M7D_1 5B5S_1 
2C9Z_1 6VGC_1 7LSC_1 7D8U_1 6PBZ_1 3KJR_1 5LSP_4 6J8E_1 1ITX_1 5V44_1 
4RRP_3 5WZF_1 4UA3_1 3TL4_1 4ZPL_1 3WXE_1 2QIY_2 4H32_1 2E3N_1 3HW2_2 
1HTW_1 1YWH_2 5BQD_1 2ZCV_1 7CRV_2 2EAY_1 1PUO_1 4DYV_1 5EQ3_1 6AHX_1 
3V3L_1 5LMF_2 4N8O_1 12AS_1 2PFT_1 3V9R_1 6SA0_1 3ND5_1 7K2A_2 2QVC_1 
1T6O_3 4GEJ_1 2VL6_1 4DZI_1 5ZNM_1 3DY0_1 6YHR_1 3AGZ_1 6HHM_1 1BDG_1 
1DGS_1 6DY3_1 7BDX_1 4UX3_2 1CR0_1 4JF8_1 6GUV_1 3CV0_1 1PUI_1 1K46_1 
5BRK_2 4QP0_1 2P9J_1 4XKH_2 3C5T_2 7WBK_1 5IHX_1 7ACI_1 4F6R_3 2QAI_1 
6AXG_1 5C08_3 5AHU_2 7KDY_1 2Y6U_1 3JTE_1 3KH1_1 6MKE_1 7DAX_1 1FL2_1 
4AJV_1 3OJ2_2 5JP0_1 1JWQ_1 7K7V_1 1YFN_2 4ZRQ_2 2ZJA_1 7R27_1 4ZA6_1 
3MNM_1 6HL5_2 6BHP_1 6K9P_1 6AM0_4 5HQW_1 3DDH_1 1TVG_1 3U07_1 6P74_1 
4H27_1 5IWL_2 3HUU_1 6BXR_1 3D6T_1 6B03_1 6M7L_2 2FWV_1 3E48_1 6OKD_1 
6P61_1 5YW5_1 4K2N_1 5M38_1 5K9L_1 6UJ1_1 6QE2_1 1A7B_1 2F6A_2 3V44_1 
3AET_2 6OGM_2 6GMG_1 2FSX_1 1FSZ_1 2XGV_1 4ZRK_2 2QMW_1 4BY6_3 2O1V_1 
3OO6_1 1WKW_2 5W93_1 5XEF_1 3C24_1 2LC6_1 6XI7_2 5ULH_3 4P4S_1 7NMM_1 
4PZ1_1 5ODW_2 5F1N_3 2CFA_2 5TNU_1 5DHF_4 6Z13_1 6O7Y_1 2NUW_1 4HDO_1 
6RK5_1 3PVZ_1 6B3P_1 5NQH_1 3UEB_1 4J8Q_1 4HSE_1 4P6C_1 5J9K_1 4UE0_1 
5E4X_1 4IP5_1 6I84_9 7E0W_1 1Z9C_3 1KJ1_1 6IDP_1 6X2W_4 3MBW_2 5XB7_1 
6P57_1 6VSP_1 3PRD_1 2ZTJ_1 5DDV_1 3JUU_1 3LMC_1 7CCO_1 4P0E_1 6Y35_3 
3HGU_1 6O76_1 6W0V_2 3GNJ_1 2FFS_1 3RBN_1 3ADO_1 5CYA_1 6BN0_1 3QPK_1 
3L3P_1 6TSQ_1 5TRB_1 7RW8_1 2RGY_1 4C9V_1 3IA8_1 2AY0_1 4B9D_1 4WPX_3 
4AZ1_1 6BSB_2 3ALY_1 3KCM_1 1ZCA_1 7EKD_1 5UP2_1 1HIS_2 5HQJ_1 1UTI_2 
7B3M_1 4U30_2 6YGE_1 2RBL_1 1L2P_1 2ORV_1 1EK2_1 4ZGQ_2 2KCV_1 5VJ4_1 
1XK8_1 6FTO_2 4OS1_2 3FCG_1 3GR5_1 3D1M_2 7M5C_2 3S6D_1 3NU1_1 4YUB_1 
5YB6_1 5IG1_1 2JF1_2 2WB9_1 4W91_1 6ER4_1 5EUR_1 2ZNY_1 3OA1_1 5ESV_3 
4RV2_1 2VX2_1 4H5B_1 2D1P_3 2O0I_1 5O75_1 7DQ9_1 7N7A_1 6PQN_1 3H6Q_1 
7CKB_1 4HXF_1 7EIC_2 6RLR_1 2BUJ_1 2KSI_1 3EUD_1 5C1F_1 5ZAI_1 3A98_2 
4M2J_1 2P6C_1 3K48_2 6MNI_1 3DXQ_1 3AKO_1 5HEX_1 4R6Y_1 2Q7X_1 6BLD_1 
4QGE_1 7MXB_1 2J4J_1 6R7U_1 3WMR_1 2IU8_1 4UDM_1 3V2X_2 1YK3_1 4P6Z_5 
5N7D_1 7KP2_1 2XW7_1 4JVZ_1 2QI9_2 6LD0_1 3QMW_1 1YBK_1 6O5K_1 6TVP_1 
6K1X_1 4OGD_1 6EFA_1 3SJR_1 7ARS_1 3MLV_3 4MA0_1 3A6O_1 2GUP_1 7EWC_1 
6PWK_1 1W8G_1 3IC9_1 4PTS_1 4EXO_1 4RL5_1 5C9B_1 5F8Z_2 2GGZ_1 4JQP_1 
4MH1_1 6NAU_1 6NYP_1 3HUE_1 1B0U_1 4WPX_2 5LXV_2 3E15_1 2XTS_1 7D8A_2 
6F7S_1 4YR9_1 1PC4_1 1O7D_5 4NKQ_1 1YC0_2 2AKO_1 3TL6_1 2YAD_1 2FZF_1 
6T1F_1 7AW8_1 2PJD_1 3J3O_4 2VZ5_1 3MML_1 2APL_1 4A62_2 3VPR_1 3HXR_1 
5AIE_1 5E1V_1 7DPD_1 4V0M_2 2FN7_1 6DMF_1 4INK_1 1FV1_3 6JQF_1 6TH2_1 
4RZI_1 6UUV_1 6FAD_1 4FFB_3 3BXJ_1 5DBR_2 1ORY_2 6N5X_1 1BAG_1 1E69_1 
6YXM_1 7CQC_3 3OWO_1 4N7V_2 3S4W_2 4KY9_1 3INO_1 2C2L_1 2PFI_1 3EAG_1 
1Q19_1 1K0G_1 1IR6_1 6DNQ_1 4UCW_2 5XFS_2 3W8J_2 6HS9_1 2IX2_3 2G42_1 
3CO8_1 1H9I_2 4A9X_1 1WTJ_1 4IWS_1 3WXR_11 6NP1_1 4I5Q_1 4XRU_1 1C28_1 
7CQY_1 5NY0_1 5L3Z_1 5NVL_2 5WHX_1 5KVM_1 5AKQ_1 5YXD_2 6ILS_1 6ORM_1 
5LSQ_1 5Z76_1 7O0B_1 3T5M_1 5H45_1 6GJ3_2 1LNL_1 1ZM2_1 3TNY_1 2YJA_1 
4BD3_1 4BSJ_1 6W9Q_1 2JGD_1 6FIB_3 7A1R_1 3ZIT_1 6SMO_3 2ABQ_1 7DMB_1 
6CC4_1 2B5N_1 4X08_1 6F4V_2 2RAS_1 4CPD_1 7U5O_1 6LFZ_1 3OIS_1 3K2Z_1 
5OCY_3 3O59_1 2EAB_1 1ZBU_1 2PK2_1 6HKS_2 3GFF_1 6NJ0_1 4IAO_2 4Z2M_1 
3BUU_1 4UZY_2 3GBU_1 7VBT_1 2HZS_3 7BJ4_1 1SW1_1 2PN2_1 2XET_1 3TJ4_1 
2Y4Z_1 4LMH_1 3JRN_1 7M93_1 6SBX_1 6LFA_1 5KSD_1 2QQ4_1 3OKY_2 1KNG_1 
1VL5_1 6S2V_1 1TLQ_1 6WSM_1 7CMC_1 6SRT_1 6ZTU_1 1HH8_1 2G0K_1 3T7L_1 
